no,indikator_utama,hasil_2025,target_2026,catatan_lhe,rencana_aksi_desc,pic_koordinator,pic_pelaksana
5,Indeks Perencanaan Pembangunan,"93,90","93,95","Catatan: Hasil Penilaian Indeks Perencanaan Pembangunan Nasional (IPPN) BPS Tahun 2025 menunjukan capaian Predikat sangat baik dengan nilai kumulatif 93,90. Capaian ini mencerminkan kualitas perencanaan yang kuat, namun tetap memerlukan upaya konsistensi serta penyempurnaan pada beberapa  sub indikator agar konerja perencanaan semakin optimal dan berkelanjutan. 

Rekomendasi: (1) BPS perlu meningkatkan konsistensi penerapan Peraturan Menteri PPN/Kepala Bappenas Nomor 1 Tahun 2021, khususnya dalam penggunaan Modul Sinkronisasi pada proses penyelarasan data antara sistem KRISNA dan SAKTI pada fase sinkronisasi tahun pelaksanaan. Konsistensi ini penting untuk memastikan kesesuaian data perencanaan dan penganggaran secara sistematis. (2) Pembaruan data pada sistem KRISNA dan SAKTI perlu dilakukan secara rutin setiap triwulan apabila terdapat perubahan dokumen perencanaan dan penganggaran. Penyesuaian ini mencakup dinamika kebijakan, penyempurnaan Renja, serta perubahan struktur program dan kegiatan yang berdampak pada muatan perencanaan, alokasi anggaran, dan informasi kinerja (Visi, Misi, Sasaran Strategis, Sasaran Program, dan Sasaran Kegiatan), guna menjaga konsistensi antara Renstra, Renja, dan RKA BPS. (3) Realisasi dan perubahan alokasi pada Rincian Output (RO), khususnya RO Prioritas, agar menjaga konsistensi antara DIPA akhir, penyesuaia anggaran pada tahun pelaksanaan, dan alokasi yang tercantum pada Rencana Kerja Pemerintah )RKP). Deviasi perhitungan alokasi diupayakan tidak melebihi 10%. Apabila terdapat penyesuaian yang disepakati dalam Berita Acara, maka penyesuaian tersebut perlu ditindaklanjuti dan tercermin secara konsisten pada seluruh dokumen dan sistem terkait",2. Peningkatan kualitas dokumen perencanaan BPS,,
6,Indeks Kualitas Kebijakan,87.4,87.5,Catatan: Fully Participant (Sangat Baik),1. Kebijakan disusun berdasarkan data dan informasi yang valid (kajian/telaahan/penelitian/analisis kebijakan),Biro Hukum dan Organisasi,Surya Ramadhana
6,Indeks Kualitas Kebijakan,87.4,87.5,Catatan: Fully Participant (Sangat Baik),2. Pemangku kepentingan terlibat dalam perumusan kebijakan,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",3. Analisis dampak kebijakan dilakukan sebelum implementasi,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",4. Kebijakan memiliki kejelasan koordinasi dan komunikasi dalam pelaksanaannya,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",5. Kebijakan dapat diimplementasikan secara efektif di lapangan,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",6. Apakah ada mekanisme pengawasan dan akuntabilitas dalam pelaksanaan kebijakan,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",7. Kebijakan dievaluasi untuk perbaikan berkelanjutan,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",8. Kebijakan memiliki dampak yang terukur bagi masyarakat,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",9. Kebijakan selaras dengan kebijakan lain yang relevan,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",10. Informasi kebijakan dapat diakses oleh publik,Biro Hukum dan Organisasi,
6,Indeks Kualitas Kebijakan,87.4,87.5,"Rekomendasi: Peningkatan kualitas kebijakan pada dimensi perencanaan, implementasi, evaluasi dan transparansi dan partisipasi publik",11. Mekanisme bagi masyarakat untuk memberikan masukan atau mengajukan keberatan,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",1. Tersedianya laporan penyusunan Peraturan Perundang-undangan dan produk hukum lainnya,Biro Hukum dan Organisasi,Arcci Surya Adhitya Sriyantoro
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",2. Tersedianya laporan pembinaan Perancang Peraturan Perundang-undangan,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",3. Penyusunan laporan tindak lanjut hasil analisis dan evaluasi Peraturan Perundang-undangan,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",4. Penyusunan Laporan Perencanaan Kebijakan,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",5. Tersedianya Laporan Implementasi Kebijakan,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",6. Penyusunan Laporan Evaluasi dan Keberlanjutan Kebijakan,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",7. Terwujudnya Kualitas re-regulasi atau deregulasi berbagai Peraturan Perundangan-undangan dan produk hukum lainnya berdasarkan hasil reviu,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",8. Terwujudnya Database Peraturan Perundang-undangan yang lengkap dan handal,Biro Hukum dan Organisasi,
7,Indeks Reformasi Hukum,99,99.1,"Catatan: melebihi target
Rekomendasi: -",9. Tersedianya Laporan Transparansi dan Partisipasi Publik,Biro Hukum dan Organisasi,
8,Tingkat Capaian Sistem Kerja untuk Penyederhaan Birokrasi,4,5,"Catatan: melebihi target
Rekomendasi: -",1. Publikasi pedoman Sistem dan Mekanisme Kerja,Biro Hukum dan Organisasi,Atang Suhendi
8,Tingkat Capaian Sistem Kerja untuk Penyederhaan Birokrasi,4,5,"Catatan: melebihi target
Rekomendasi: -",2. Penyusunan/Reviu Peta Proses Bisnis,Biro Hukum dan Organisasi,
8,Tingkat Capaian Sistem Kerja untuk Penyederhaan Birokrasi,4,5,"Catatan: melebihi target
Rekomendasi: -",2. melakukan penyusunan revisi pedoman penyusunan SOP di lingkungan BPS,Biro Hukum dan Organisasi,
9,Persentase Penyederhaan Struktur Organisasi,100,100,"Catatan: melebihi target
Rekomendasi: -",1. Menyusun usulan penataan organisasi BPS,Biro Hukum dan Organisasi,Arif Rosyanto
9,Persentase Penyederhaan Struktur Organisasi,100,100,"Catatan: melebihi target
Rekomendasi: -",2. Menyusun usulan penataan organisasi instansi vertikal BPS,Biro Hukum dan Organisasi,
10,Tingkat Digitalisasi Arsip ,96.82,"96,82",1. Melaksanakan pemberkasan arsip pada aplikasi SRIKANDI baik naskah dinas masuk dan naskah dinas keluar terhadap seluruh naskah dinas di lingkungan unit pengolah Badan Pusat Statistik,1. Pemberkasan naskah dinas  pada aplikasi Srikandi ,Biro Umum dan Humas,Tri Purwanto
10,Tingkat Digitalisasi Arsip ,96.82,"96,82",2. Mengupayakan dan memastikan seluruh pengguna aplikasi  SRIKANDI untuk aktif membuka dan menggunakan aplikasi SRIKANDI ,2. Keaktifan seluruh akun dalam penggunaan aplikasi SRIKANDI,Biro Umum dan Humas,Tri Purwanto
10,Tingkat Digitalisasi Arsip ,96.82,"96,82",3. Menetapkan target alih media arsip di unit kearsipan I Badan Pusat Statistik,3. Pelaksanaan alih media arsip sesuai target,Biro Umum dan Humas,Tri Purwanto
11,Indeks Tata Kelola Pengadaan (ITKP),"90,07","90,07",1. Keterisian JF PPBJ belum memenuhi 100% namun sudah diatas 60%,"1. Pemenuhan Keterisian Formasi JF PPBJ baik melalui Pengangkatan Pertama, Perpindahan Jabatan Lainnya (PJL), maupun kenaikan Jenjang",Biro Umum dan Humas,Ranny Puspitasari
11,Indeks Tata Kelola Pengadaan (ITKP),"90,07","90,07",2. Level Kematangan sudah mencapai 8/9 Level 3 (Proaktif). Lakukan Pembaruan bukti dukung untuk mencapai 9/9 Level 3 (Proaktif),2. Pemenuhan/Update Bukti Dukung dalam Rangka Pencapaian Kematangan UKPBJ Level 3 (Proaktif) dan PKP,Biro Umum dan Humas,Ranny Puspitasari
11,Indeks Tata Kelola Pengadaan (ITKP),"90,07","90,07",3. Rekomendasi : Lakukan Persiapan Penilaian ITKP 2026 sesuai metode penilaian baru ,3. Pelaksanaan monitoring pemanfaatan Sistem Pengadaan Barang/Jasa ,Biro Umum dan Humas,Ranny Puspitasari
11,Indeks Tata Kelola Pengadaan (ITKP),"90,07","90,07",3. Rekomendasi : Lakukan Persiapan Penilaian ITKP 2026 sesuai metode penilaian baru ,4. Implementasi penyelenggaraan Clearing House Pengadaan sesuai dengan ketentuan,Biro Umum dan Humas,Ranny Puspitasari
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",1. Melakukan review DIPA secara periodik,Biro Keuangan,Wuri Hariyati
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",2. Melakukan penyusunan rencana penarikan dana masing-masing jenis belanja,Biro Keuangan,Wuri Hariyati
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",3. Melakukan monitoring penyerapan anggaran,Biro Keuangan,Wuri Hariyati
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",4. Melakukan monitoring belanja kontraktual dan penyelesaian tagihan,Biro Keuangan,Wuri Hariyati
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya","5. Melakukan koordinasi antara Bendahara, Penanggungjawab kegiatan dan PPK terkait penggunaan UP dan TUP",Biro Keuangan,Wuri Hariyati
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",6. Membuat Surat Edaran mengenai langkah-langkah akhir tahun anggaran ,Biro Keuangan,Wuri Hariyati
12,Indikator Kinerja Pelaksanaan Anggaran (IKPA),"97,84","97,84","Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",7. Menetapkan target dan penyampaian perhitungan capaian output dengan benar dan tepat waktu ,Biro Keuangan,Wuri Hariyati
13,Opini BPK,WTP,WTP,"Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",1. Menyusun dan Mengirimkan Laporan Keuangan BPS yang sesuai dengan Standar Akuntansi Pemerintahan secara tepat waktu,Biro Keuangan dan BMN,"Biro Keuangan dan BMN, Biro Perencanaan dan Kerjasama, Biro Hukum dan Organisasi, dan Inspektorat Utama"
13,Opini BPK,WTP,WTP,"Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya","2. Penyelesaian Menu To Do List, Rekonsiliasi, Monitoring, dan Daftar Rincian pada Aplikasi MonSAKTI tingkat Instansii pada BPS",Biro Keuangan dan BMN,Biro Keuangan dan BMN
13,Opini BPK,WTP,WTP,"Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",3. Penerapan Pengendalian Intern atas Pelaporan Keuangan (PIPK) TA 2026,Biro Keuangan dan BMN,Biro Keuangan dan BMN
13,Opini BPK,WTP,WTP,"Catatan: Nilai IKPA yang digunakan pada Penilaian Reformasi Birokrasi Tahun 2025 merupakan nilai IKPA TA 2025 dengan tanggal cut off penilaian IKPA tahun 2025 adalah 23 Januari 2026.
Rekomendasi: Capaian IKPA sudah Sangat Baik. Satker dan K/L agar dapat mempertahankan dan meningkatkan capaian IKPA untuk tahun-tahun selanjutnya",4. Pelaksanaan pembinaan dalam pelaporan keuangan tingkat wilayah dan satker dalam bentuk Workshop Penyusunan Laporan Keuangan,Biro Keuangan dan BMN,Biro Keuangan dan BMN
14,Indeks Pengelolaan Aset (IPA),3.68,3.68,"Catatan: -
Rekomendasi: Mempertahankan parameter dengan indeks 4 (Sangat Baik) dan meningkatkan capaian parameter dengan indeks di atas atau sama dengan 3 (Baik), yaitu parameter Tindak Lanjut Temuan pada LHP BPK atas LKPP terkait BMN, Realisasi PNBP di Bidang Pengelolaan Aset, Ketepatan Waktu dan Kelengkapan Dokumen dalam Penyampaian Laporan dan usulan RKBMN, Tindak lanjut BMN Rusak Berat","Dalam rangka memperoleh nilai IPA (minimal) sesuai target yang sudah ditetapkan, maka akan dilakukan beberapa hal sbb:",Biro Keuangan dan BMN ,Bagian Pengelolaan Barang Milik Negara
14,Indeks Pengelolaan Aset (IPA),3.68,3.68,"Catatan: -
Rekomendasi: Mempertahankan parameter dengan indeks 4 (Sangat Baik) dan meningkatkan capaian parameter dengan indeks di atas atau sama dengan 3 (Baik), yaitu parameter Tindak Lanjut Temuan pada LHP BPK atas LKPP terkait BMN, Realisasi PNBP di Bidang Pengelolaan Aset, Ketepatan Waktu dan Kelengkapan Dokumen dalam Penyampaian Laporan dan usulan RKBMN, Tindak lanjut BMN Rusak Berat",1. Optimalisasi tindak lanjut atas rekomendasi BPK,,
14,Indeks Pengelolaan Aset (IPA),3.68,3.68,"Catatan: -
Rekomendasi: Mempertahankan parameter dengan indeks 4 (Sangat Baik) dan meningkatkan capaian parameter dengan indeks di atas atau sama dengan 3 (Baik), yaitu parameter Tindak Lanjut Temuan pada LHP BPK atas LKPP terkait BMN, Realisasi PNBP di Bidang Pengelolaan Aset, Ketepatan Waktu dan Kelengkapan Dokumen dalam Penyampaian Laporan dan usulan RKBMN, Tindak lanjut BMN Rusak Berat","2. Perbaikan pengelolaan PNBP, terutama dari sisi penetapan estimasi PNBP yang berasal dari pengelolan BMN",,
14,Indeks Pengelolaan Aset (IPA),3.68,3.68,"Catatan: -
Rekomendasi: Mempertahankan parameter dengan indeks 4 (Sangat Baik) dan meningkatkan capaian parameter dengan indeks di atas atau sama dengan 3 (Baik), yaitu parameter Tindak Lanjut Temuan pada LHP BPK atas LKPP terkait BMN, Realisasi PNBP di Bidang Pengelolaan Aset, Ketepatan Waktu dan Kelengkapan Dokumen dalam Penyampaian Laporan dan usulan RKBMN, Tindak lanjut BMN Rusak Berat","3. Memenuhi kewajiban dalam hal penyampaian Laporan, baik dari sisi ketepatan waktu penyampaian maupun kelengkapan laporan",,
14,Indeks Pengelolaan Aset (IPA),3.68,3.68,"Catatan: -
Rekomendasi: Mempertahankan parameter dengan indeks 4 (Sangat Baik) dan meningkatkan capaian parameter dengan indeks di atas atau sama dengan 3 (Baik), yaitu parameter Tindak Lanjut Temuan pada LHP BPK atas LKPP terkait BMN, Realisasi PNBP di Bidang Pengelolaan Aset, Ketepatan Waktu dan Kelengkapan Dokumen dalam Penyampaian Laporan dan usulan RKBMN, Tindak lanjut BMN Rusak Berat",4. Monitoring Pelaksanaan proses Penghapusan dan Penetapan Status BMN,,
14,Indeks Pengelolaan Aset (IPA),3.68,3.68,"Catatan: -
Rekomendasi: Mempertahankan parameter dengan indeks 4 (Sangat Baik) dan meningkatkan capaian parameter dengan indeks di atas atau sama dengan 3 (Baik), yaitu parameter Tindak Lanjut Temuan pada LHP BPK atas LKPP terkait BMN, Realisasi PNBP di Bidang Pengelolaan Aset, Ketepatan Waktu dan Kelengkapan Dokumen dalam Penyampaian Laporan dan usulan RKBMN, Tindak lanjut BMN Rusak Berat",5. Optimalisasi sertifikasi tanah negara yang sudah ditetapkan.,,
15,Indeks BerAKHLAK,78.58,81,Catatan: Kategori sehat,1. Koordinasi dengan Kementerian PAN RB tentang pengukuran Indeks Berakhlak ,Biro SDM,Biro SDM
16,Indeks Sistem Merit,336,340,Catatan: 2024,"1. Melakukan assessment terhadap seluruh pegawai sesuai dengan standar kompetensi jabatan, dan penyusunan profil pegawai berdasarkan kompetensi/talenta dan diperbarui secara berkala",Biro SDM,Biro SDM
16,Indeks Sistem Merit,336,340,Catatan: 2024,2. Menyempurnakan serta melengkapi  penyusunan talent pool untuk seluruh  pegawai di dalam aplikasi Manajemen Talenta  berpedoman pada Peraturan Menteri  Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Nomor 3 Tahun 2020 tentang Manajemen Talenta Aparatur Sipil Negara,Biro SDM,Biro SDM
16,Indeks Sistem Merit,336,340,Catatan: 2024,3. Menyempurnakan penyusunan dokumen kesenjangan kualifikasi dan kesenjangan kompetensi untuk seluruh pegawai yang diperbarui secara berkala di dalam aplikasi Manajemen Talenta,Biro SDM,Biro SDM
16,Indeks Sistem Merit,336,340,Catatan: 2024,"4. Mengoptimalisasi program dan/atau strategi pengembangan kompetensi pegawai dalam bentuk klasikal dan non klasikal, yang berbasis pada kesenjangan kompetensi kualifikasi dan kinerja pegawai, dengan berpedoman pada Peraturan  Lembaga Administrasi Negara Nomor 10 Tahun 2018 tentang Pengembangan Kompetensi Pegawai Negeri Sipil.",Biro SDM,Biro SDM
16,Indeks Sistem Merit,336,340,Catatan: 2024,5. Melaksanakan strategi untuk mengatasi permasalahan kinerja untuk seluruh pegawai secara berkala. ,Biro SDM,Biro SDM
16,Indeks Sistem Merit,336,340,Catatan: 2024,6. Melaksanakan  pemberian penghargaan kepada pegawai berprestasi sesuai dengan peraturan yang berlaku secara konsisten; ,Biro SDM,Biro SDM
17,Indeks Pelayanan Publik (IPP),4.92,4.85,"Catatan: -
Rekomendasi: Disampaikan melalui LHE yang disampaikan deputi pelayanan publik. ",1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar KemenPANRB,"Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik"
17,Indeks Pelayanan Publik (IPP),4.92,4.85,"Catatan: -
Rekomendasi: Disampaikan melalui LHE yang disampaikan deputi pelayanan publik. ",2. Mengimplementasikan sistem manajemen mutu ISO 9001:2015 pada Pelayanan Statistik Terpadu BPS,"Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik"
18,Tingkat Kepatuhan Standar Pelayanan Publik,94.99,94.99,"Catatan: -
Rekomendasi: -",1. Melakukan evaluasi kinerja pelayanan publik secara mandiri sesuai Standar Ombudsman Rl,"Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik"
19,Survei Kepuasan Masyarakat,95.86,95.86,"Catatan: -
Rekomendasi: Mempertahankan kualitas pelayanan publik serta melakukan perbaikan secara berkelanjutan, Mengoptimalkan data hasil SKM sebagai dasar perbaikan pelayanan",1. Pengukuran kepuasan masyarakat terhadap pelayanan publik,"Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik","Direktorat Diseminasi, Pemberdayaan dan Evaluasi Penyelenggaraan Statistik"
20,Indeks Pembangunan Statistik,95.86,4.33,1. Penerapan Prinsip satu Data Indonesia di Badan Pusat Statistik sudah melakukan input standar data seluruh kegiatan statistik dan sudah melakukan reviu usulan Standar Data Statistik tahun 2022,1. Pelaksanaan pemantauan/reviu penerapan SDI di BPS,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik ","Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik (Walidata)"
20,Indeks Pembangunan Statistik,95.86,4.33,2. Penerapan  Kualitas Data di Badan Pusat Statistik sudah didukung Perka BPS nomor 99 Tahun 2024 tentang Penyelenggaraan Survei Kebutuhan Data di Lingkungan Badan Pusat Statistik dan Perka BPS nomor 117 Tahun 2023 tebtang Pedoman Penjaminan Kualitas Statistik melalui Quality Gates,2. Pelaksanaan pemantauan/reviu penerapan Kualitas Data di BPS,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik ",Subdit Evaluasi Penyelenggaraan Statistik
20,Indeks Pembangunan Statistik,95.86,4.33,"3. Penerapan Proses Bisnis telah didukung ketersediaan dokumen Kerangka Acuan Kerja, dokumen reviu yang sistematis terhadap instrumen kegiatan statistik, dokumen buku pedoman pelaksanaan kegiatan statistik baik administrasi, tahap pengumpulan maupun pengolahan data, dokumen pedoman diseminasi yang seluruh jenis dokumen tersebut mendapatkan reviu secara berkala.",3. Pelaksanaan pemantauan/reviu ketersediaan dokumen kegiatan statistik  ,"Direktorat Diseminasi, Pemberdayaan, dan Evaluasi Penyelenggaraan Statistik ",Tim Pengelolaan Perpustakaan dan Produk Statistik
20,Indeks Pembangunan Statistik,95.86,4.33,4. Penerapan Kelembagaan di Badan Pusat Statistik telah tercermin dengan penyelenggaraan kegiatan Statistik telah dilakukan secara kolaboratif antar unit kerja di BPS dalam rangka peningkatan kualitas,4. Pemantauan/reviu Pelaksanaan kolaborasi antar unit kerja dan kerja sama,Biro Perencanaan dan Kerja Sama,Tim Kerja sama
20,Indeks Pembangunan Statistik,95.86,4.33,5. Penerapan Sistem Statistik Nasional di Badan Pusat Statistik masih perlu didorong terkait pemanfaatan big Data,5. Pelaksanaan pemanfaatan big data untuk mendukung indikator statistik,Direktorat Metodologi Statistik dan Data Sains,Tim Data Sains
21,Indeks SPBE / Pemerintah Digital,4.53,"1,70",1. Reviu Peta Rencana SPBE BPS dan mengubah menjadi Peta Rencana Pemerintah Digital BPS,a. Menganalisis Renstra BPS 2025-2029,Direktorat SIS,Yulia Virantina
